[trainer] shift pos_weight=0.7928
[epoch 000] loss=1.6800 val_weighted_f1=0.5278 val_macro_f1=0.3214 val_shift_f1=0.4915 time=9.5s per_class_f1={'neutral': 0.748, 'joy': 0.585, 'sadness': 0.0, 'anger': 0.407, 'surprise': 0.51, 'fear': 0.0, 'disgust': 0.0}
[epoch 011] loss=1.0908 val_weighted_f1=0.5903 val_macro_f1=0.4231 val_shift_f1=0.6704 time=9.1s per_class_f1={'neutral': 0.762, 'joy': 0.557, 'sadness': 0.345, 'anger': 0.459, 'surprise': 0.606, 'fear': 0.085, 'disgust': 0.148}
[epoch 012] loss=1.0841 val_weighted_f1=0.5942 val_macro_f1=0.4420 val_shift_f1=0.6152 time=9.3s per_class_f1={'neutral': 0.77, 'joy': 0.574, 'sadness': 0.264, 'anger': 0.469, 'surprise': 0.608, 'fear': 0.122, 'disgust': 0.286}
[epoch 013] loss=1.0721 val_weighted_f1=0.6000 val_macro_f1=0.4531 val_shift_f1=0.6697 time=9.1s per_class_f1={'neutral': 0.768, 'joy': 0.56, 'sadness': 0.385, 'anger': 0.454, 'surprise': 0.596, 'fear': 0.151, 'disgust': 0.258}
[epoch 014] loss=1.0593 val_weighted_f1=0.6021 val_macro_f1=0.4520 val_shift_f1=0.6580 time=9.0s per_class_f1={'neutral': 0.766, 'joy': 0.567, 'sadness': 0.392, 'anger': 0.475, 'surprise': 0.589, 'fear': 0.154, 'disgust': 0.222}
[epoch 015] loss=1.0579 val_weighted_f1=0.5905 val_macro_f1=0.4407 val_shift_f1=0.6523 time=9.2s per_class_f1={'neutral': 0.764, 'joy': 0.547, 'sadness': 0.335, 'anger': 0.465, 'surprise': 0.578, 'fear': 0.16, 'disgust': 0.235}
[epoch 016] loss=1.0381 val_weighted_f1=0.6019 val_macro_f1=0.4423 val_shift_f1=0.6571 time=9.2s per_class_f1={'neutral': 0.77, 'joy': 0.56, 'sadness': 0.414, 'anger': 0.471, 'surprise': 0.589, 'fear': 0.085, 'disgust': 0.207}
[epoch 017] loss=1.0293 val_weighted_f1=0.5996 val_macro_f1=0.4523 val_shift_f1=0.6340 time=9.1s per_class_f1={'neutral': 0.769, 'joy': 0.554, 'sadness': 0.352, 'anger': 0.483, 'surprise': 0.594, 'fear': 0.12, 'disgust': 0.294}
[epoch 018] loss=1.0285 val_weighted_f1=0.5922 val_macro_f1=0.4304 val_shift_f1=0.6473 time=9.1s per_class_f1={'neutral': 0.765, 'joy': 0.542, 'sadness': 0.362, 'anger': 0.462, 'surprise': 0.592, 'fear': 0.157, 'disgust': 0.133}
[epoch 019] loss=1.0206 val_weighted_f1=0.6012 val_macro_f1=0.4501 val_shift_f1=0.6472 time=9.3s per_class_f1={'neutral': 0.774, 'joy': 0.557, 'sadness': 0.331, 'anger': 0.486, 'surprise': 0.601, 'fear': 0.115, 'disgust': 0.286}
[epoch 020] loss=1.0047 val_weighted_f1=0.5985 val_macro_f1=0.4582 val_shift_f1=0.6756 time=8.7s per_class_f1={'neutral': 0.764, 'joy': 0.559, 'sadness': 0.37, 'anger': 0.469, 'surprise': 0.592, 'fear': 0.12, 'disgust': 0.333}
[epoch 021] loss=1.0002 val_weighted_f1=0.5875 val_macro_f1=0.4265 val_shift_f1=0.6440 time=9.3s per_class_f1={'neutral': 0.768, 'joy': 0.537, 'sadness': 0.329, 'anger': 0.471, 'surprise': 0.57, 'fear': 0.122, 'disgust': 0.188}
[epoch 022] loss=0.9920 val_weighted_f1=0.5995 val_macro_f1=0.4547 val_shift_f1=0.6772 time=9.2s per_class_f1={'neutral': 0.767, 'joy': 0.552, 'sadness': 0.372, 'anger': 0.471, 'surprise': 0.597, 'fear': 0.122, 'disgust': 0.3}
[epoch 023] loss=0.9824 val_weighted_f1=0.5926 val_macro_f1=0.4414 val_shift_f1=0.6713 time=9.3s per_class_f1={'neutral': 0.764, 'joy': 0.554, 'sadness': 0.381, 'anger': 0.462, 'surprise': 0.566, 'fear': 0.12, 'disgust': 0.242}
[epoch 024] loss=0.9666 val_weighted_f1=0.6008 val_macro_f1=0.4472 val_shift_f1=0.6351 time=9.1s per_class_f1={'neutral': 0.772, 'joy': 0.544, 'sadness': 0.383, 'anger': 0.476, 'surprise': 0.598, 'fear': 0.122, 'disgust': 0.235}
[epoch 025] loss=0.9678 val_weighted_f1=0.5843 val_macro_f1=0.4261 val_shift_f1=0.6545 time=9.7s per_class_f1={'neutral': 0.761, 'joy': 0.538, 'sadness': 0.305, 'anger': 0.479, 'surprise': 0.575, 'fear': 0.12, 'disgust': 0.205}
[epoch 026] loss=0.9542 val_weighted_f1=0.5912 val_macro_f1=0.4381 val_shift_f1=0.6807 time=9.3s per_class_f1={'neutral': 0.77, 'joy': 0.54, 'sadness': 0.337, 'anger': 0.454, 'surprise': 0.587, 'fear': 0.157, 'disgust': 0.222}
[epoch 027] loss=0.9507 val_weighted_f1=0.5936 val_macro_f1=0.4465 val_shift_f1=0.6498 time=9.3s per_class_f1={'neutral': 0.766, 'joy': 0.555, 'sadness': 0.367, 'anger': 0.431, 'surprise': 0.597, 'fear': 0.145, 'disgust': 0.263}
[epoch 028] loss=0.9410 val_weighted_f1=0.5894 val_macro_f1=0.4306 val_shift_f1=0.6760 time=9.1s per_class_f1={'neutral': 0.762, 'joy': 0.553, 'sadness': 0.357, 'anger': 0.462, 'surprise': 0.575, 'fear': 0.118, 'disgust': 0.188}
[epoch 029] loss=0.9293 val_weighted_f1=0.5915 val_macro_f1=0.4351 val_shift_f1=0.6481 time=8.6s per_class_f1={'neutral': 0.769, 'joy': 0.54, 'sadness': 0.352, 'anger': 0.459, 'surprise': 0.586, 'fear': 0.111, 'disgust': 0.229}
[epoch 030] loss=0.9200 val_weighted_f1=0.5869 val_macro_f1=0.4189 val_shift_f1=0.6186 time=8.7s per_class_f1={'neutral': 0.771, 'joy': 0.532, 'sadness': 0.335, 'anger': 0.456, 'surprise': 0.583, 'fear': 0.118, 'disgust': 0.138}
[trainer] early stopping at epoch 30 (patience=10)
[done] run_name=shift_only_seed42_diagnostic test_weighted_f1=0.6370 test_macro_f1=0.4542 test_accuracy=0.6460 all_7_classes_nonzero=True best_epoch=20 avg_epoch_time_sec=9.16
[done] test_posthoc_adjusted_result={'tau_eval': 0.25, 'weighted_f1': 0.6369236760675766, 'macro_f1': 0.47065823521215594, 'per_class_f1': {'neutral': 0.7874396135265701, 'joy': 0.606280193236715, 'sadness': 0.38823529411764707, 'anger': 0.47040971168437024, 'surprise': 0.5658682634730539, 'fear': 0.26804123711340205, 'disgust': 0.20833333333333334}, 'all_classes_nonzero': True}
